line,nct_id,serotype,assay,value,old_lower,old_upper,new_lower,new_upper,source_class_title,source_group_title,match_type
3803,NCT00345358,23F,GMC,0.5699999999,0,0,0.46,0.7,"Anti-23F, PRE",Synflorix 7-11M Group,unique
3804,NCT00345358,9V,GMC,0.7900000000,0,0,0.67,0.93,"Anti-9V, PRE",Synflorix 7-11M Group,unique
3805,NCT00345358,19F,GMC,5.7099999999,0,0,4.68,6.97,"Anti-19F, POST",Synflorix 7-11M Group,unique
3886,NCT00345358,6A,GMC,0.1499999999,0,0,0.12,0.19,"Anti-6A, PRE",Synflorix <6M Group,unique
3887,NCT00345358,19A,GMC,0.9899999999,0,0,0.78,1.25,"Anti-19A, POST",Synflorix 7-11M Group,unique
3888,NCT00345358,19A,GMC,0.1000000000,0,0,0.09,0.13,"Anti-19A, PRE",Synflorix <6M Group,unique
3889,NCT00345358,19A,GMC,0.4899999999,0,0,0.39,0.61,"Anti-19A, POST",Synflorix <6M Group,unique
3890,NCT00345358,19A,GMC,0.2600000000,0,0,0.21,0.32,"Anti-19A, PRE",Synflorix 7-11M Group,unique
3891,NCT00345358,6A,GMC,0.1799999999,0,0,0.14,0.23,"Anti-6A, PRE",Synflorix 7-11M Group,unique
3894,NCT00345358,19A,OPA,36.799999999,0,0,16.2,83.8,"Opsono-19A, POST",Synflorix 7-11M Group,unique
3895,NCT00345358,6A,OPA,140.09999999,0,0,69.2,283.3,"Opsono-6A, PRE",Synflorix 7-11M Group,unique
3897,NCT00345358,19A,OPA,7,0,0,3.9,12.6,"Opsono-19A, PRE",Synflorix 7-11M Group,unique
3898,NCT00345358,6A,OPA,31.899999999,0,0,15.9,63.9,"Opsono-6A, PRE",Synflorix <6M Group,unique
3899,NCT00345358,19A,OPA,5.7000000000,0,0,4.2,7.7,"Opsono-19A, PRE",Synflorix <6M Group,unique
3900,NCT00345358,19A,OPA,16.100000000,0,0,8.6,30.1,"Opsono-19A, POST",Synflorix <6M Group,unique
3902,NCT04016714,33F,GMC,3.2799999999,0,0,3.06,3.51,Serotype 33F,V114,unique
3918,NCT04016714,33F,GMC,0.0700000000,0,0,0.06,0.07,Serotype 33F,Prevenar 13™,unique
3947,NCT04016714,33F,GMC,0.2999999999,0,0,0.27,0.34,Serotype 33F,V114,unique
3961,NCT04016714,33F,GMC,0.0400000000,0,0,0.04,0.04,Serotype 33F,Prevenar 13™,unique
3962,NCT00307034,14,OPA,692.60000000,0,0,559.1,858,"Opsono-14, Month 3 (N= 132, 131)",Synflorix I Group,unique
3963,NCT00307034,19F,OPA,31.600000000,0,0,24.5,40.8,"Opsono-19F, Month 9 (N= 130, 134)",Synflorix II Group,unique
3964,NCT00307034,19F,OPA,16.5,0,0,12.9,21.1,"Opsono-19F, Month 9 (N= 130, 134)",Synflorix I Group,unique
3965,NCT00307034,19F,OPA,734.70000000,0,0,568.3,949.8,"Opsono-19F, Month 10 (N=131, 129)",Synflorix II Group,unique
3966,NCT00307034,14,OPA,157.30000000,0,0,108.5,228.1,"Opsono-14, Month 9 (N= 102, 123)",Synflorix II Group,unique
3967,NCT00307034,9V,OPA,1343.4000000,0,0,1130.8,1596,"Opsono-9V, Month 3 (N= 134, 132)",Synflorix II Group,unique
3968,NCT00307034,18C,OPA,490.80000000,0,0,395.3,609.4,"Opsono-18C, Month 10 (N=136, 130)",Synflorix II Group,unique
3969,NCT00307034,4,OPA,13.800000000,0,0,9.7,19.6,"Opsono-4, Month 9 (N= 104, 114)",Synflorix I Group,unique
3970,NCT00307034,7F,OPA,844.79999999,0,0,591.4,1206.7,"Opsono-7F, Month 3 (N= 127, 131)",Synflorix I Group,unique
3971,NCT00307034,5,OPA,68.400000000,0,0,54,86.5,"Opsono-5, Month 3 (N= 132, 130)",Synflorix II Group,unique
3972,NCT00307034,23F,OPA,1233.7000000,0,0,991.7,1534.7,"Opsono-23F, Month 3 (N= 131, 129)",Synflorix II Group,unique
3973,NCT00307034,23F,OPA,190.69999999,0,0,115.2,315.6,"Opsono-23F, Month 9 (N= 112, 133)",Synflorix I Group,unique
3974,NCT00307034,1,OPA,26.5,0,0,19.8,35.4,"Opsono-1, Month 3 (N= 130, 132)",Synflorix II Group,unique
3975,NCT00307034,19F,OPA,251.30000000,0,0,193.4,326.6,"Opsono-19F, Month 10 (N=131, 129)",Synflorix I Group,unique
3976,NCT00307034,6B,OPA,56.100000000,0,0,34.9,90.4,"Opsono-6B, Month 9 (N= 121, 124)",Synflorix I Group,unique
3977,NCT00307034,7F,OPA,380.60000000,0,0,253,572.6,"Opsono-7F, Month 9 (N= 113, 126)",Synflorix II Group,unique
3978,NCT00307034,14,OPA,1125.2999999,0,0,946.2,1338.3,"Opsono-14, Month 3 (N= 132, 131)",Synflorix II Group,unique
3979,NCT00307034,4,OPA,462.60000000,0,0,410.4,521.4,"Opsono-4, Month 3 (N= 134, 132)",Synflorix I Group,unique
3980,NCT00307034,14,OPA,52.100000000,0,0,32.4,84,"Opsono-14, Month 9 (N= 102, 123)",Synflorix I Group,unique
3981,NCT00307034,7F,OPA,2176.5,0,0,1759.2,2692.7,"Opsono-7F, Month 3 (N= 127, 131)",Synflorix II Group,unique
3982,NCT00307034,5,OPA,157.19999999,0,0,123.1,200.7,"Opsono-5, Month 10 (N=133, 121)",Synflorix II Group,unique
3983,NCT00307034,18C,OPA,8.3000000000,0,0,6.5,10.7,"Opsono-18C, Month 9 (N= 122, 126)",Synflorix I Group,unique
3984,NCT00307034,7F,OPA,3290.5999999,0,0,2709.1,3996.8,"Opsono-7F, Month 10 (N=128, 109)",Synflorix II Group,unique
3985,NCT00307034,1,OPA,100.59999999,0,0,68.9,146.9,"Opsono-1, Month 10 (N=131, 126)",Synflorix II Group,unique
3986,NCT00307034,18C,OPA,56.200000000,0,0,42.9,73.7,"Opsono-18C, Month 3 (N= 134, 131)",Synflorix I Group,unique
3987,NCT00307034,9V,OPA,875.10000000,0,0,732,1046.1,"Opsono-9V, Month 3 (N= 134, 132)",Synflorix I Group,unique
3988,NCT00307034,4,OPA,1204,0,0,990.7,1463.2,"Opsono-4, Month 10 (N=125, 101)",Synflorix II Group,unique
3989,NCT00307034,6B,OPA,379.60000000,0,0,272.4,529.1,"Opsono-6B, Month 3 (N= 125, 126)",Synflorix II Group,unique
3990,NCT00307034,4,OPA,758.89999999,0,0,647.8,888.9,"Opsono-4, Month 3 (N= 134, 132)",Synflorix II Group,unique
3991,NCT00307034,18C,OPA,218.59999999,0,0,176.1,271.4,"Opsono-18C, Month 3 (N= 134, 131)",Synflorix II Group,unique
3992,NCT00307034,9V,OPA,1068.0999999,0,0,874.7,1304.2,"Opsono-9V, Month 10 (N=129, 109)",Synflorix I Group,unique
3993,NCT00307034,18C,OPA,16.899999999,0,0,12.5,22.8,"Opsono-18C, Month 9 (N= 122, 126)",Synflorix II Group,unique
3994,NCT00307034,6B,OPA,62.899999999,0,0,40.2,98.5,"Opsono-6B, Month 9 (N= 121, 124)",Synflorix II Group,unique
3995,NCT00307034,18C,OPA,330,0,0,259.1,420.3,"Opsono-18C, Month 10 (N=136, 130)",Synflorix I Group,unique
3996,NCT00307034,23F,OPA,489.69999999,0,0,342.6,700,"Opsono-23F, Month 3 (N= 131, 129)",Synflorix I Group,unique
3997,NCT00307034,1,OPA,6.7000000000,0,0,5.4,8.3,"Opsono-1, Month 9 (N= 136, 134)",Synflorix II Group,unique
3998,NCT00307034,7F,OPA,148.5,0,0,89.5,246.4,"Opsono-7F, Month 9 (N= 113, 126)",Synflorix I Group,unique
3999,NCT00307034,9V,OPA,266.80000000,0,0,205.1,347.1,"Opsono-9V, Month 9 (N= 120, 134)",Synflorix I Group,unique
4000,NCT00307034,1,OPA,21.899999999,0,0,16.4,29.1,"Opsono-1, Month 3 (N= 130, 132)",Synflorix I Group,unique
4001,NCT00307034,23F,OPA,150.69999999,0,0,95.9,236.8,"Opsono-23F, Month 9 (N= 112, 133)",Synflorix II Group,unique
4002,NCT00307034,14,OPA,1280.7000000,0,0,1054.5,1555.5,"Opsono-14, Month 10 (N=107, 101)",Synflorix II Group,unique
4003,NCT00307034,9V,OPA,322.19999999,0,0,256.4,405.1,"Opsono-9V, Month 9 (N= 120, 134)",Synflorix II Group,unique
4004,NCT00307034,23F,OPA,1047.2999999,0,0,748.1,1466.3,"Opsono-23F, Month 10 (N=134, 121)",Synflorix I Group,unique
4005,NCT00307034,6B,OPA,157.80000000,0,0,104.7,237.8,"Opsono-6B, Month 3 (N= 125, 126)",Synflorix I Group,unique
4006,NCT00307034,9V,OPA,1706.9000000,0,0,1438.5,2025.3,"Opsono-9V, Month 10 (N=129, 109)",Synflorix II Group,unique
4007,NCT00307034,5,OPA,102.09999999,0,0,75.8,137.6,"Opsono-5, Month 10 (N=133, 121)",Synflorix I Group,unique
4008,NCT00307034,5,OPA,10.699999999,0,0,8.6,13.4,"Opsono-5, Month 9 (N= 133, 135)",Synflorix II Group,unique
4009,NCT00307034,5,OPA,48.299999999,0,0,37.7,61.8,"Opsono-5, Month 3 (N= 132, 130)",Synflorix I Group,unique
4010,NCT00307034,1,OPA,5.0999999999,0,0,4.5,5.8,"Opsono-1, Month 9 (N= 136, 134)",Synflorix I Group,unique
4011,NCT00307034,4,OPA,634.60000000,0,0,496.3,811.3,"Opsono-4, Month 10 (N=125, 101)",Synflorix I Group,unique
4012,NCT00307034,19F,OPA,356.69999999,0,0,263.2,483.4,"Opsono-19F, Month 3 (N= 131, 128)",Synflorix II Group,unique
4013,NCT00307034,14,OPA,835.5,0,0,672.1,1038.5,"Opsono-14, Month 10 (N=107, 101)",Synflorix I Group,unique
4014,NCT00307034,4,OPA,18.600000000,0,0,12.7,27.2,"Opsono-4, Month 9 (N= 104, 114)",Synflorix II Group,unique
4015,NCT00307034,23F,OPA,1528.9000000,0,0,1171.2,1996,"Opsono-23F, Month 10 (N=134, 121)",Synflorix II Group,unique
4016,NCT00307034,19F,OPA,101,0,0,74.9,136,"Opsono-19F, Month 3 (N= 131, 128)",Synflorix I Group,unique
4017,NCT00307034,1,OPA,109.90000000,0,0,76.1,158.7,"Opsono-1, Month 10 (N=131, 126)",Synflorix I Group,unique
4018,NCT00307034,6B,OPA,220.30000000,0,0,146.9,330.3,"Opsono-6B, Month 10 (N=132, 103)",Synflorix I Group,unique
4019,NCT00307034,5,OPA,9.9000000000,0,0,8.1,12,"Opsono-5, Month 9 (N= 133, 135)",Synflorix I Group,unique
4020,NCT00307034,6B,OPA,468.5,0,0,311.6,704.3,"Opsono-6B, Month 10 (N=132, 103)",Synflorix II Group,unique
4021,NCT00307034,7F,OPA,1843.4000000,0,0,1494.2,2274.1,"Opsono-7F, Month 10 (N=128, 109)",Synflorix I Group,unique
4022,NCT00307034,23F,GMC,0.3200000000,0,0,0.26,0.4,"Anti-23F, Month 9 (N= 151, 148)",Synflorix I Group,unique
4023,NCT00307034,18C,GMC,1.2600000000,0,0,1.06,1.51,"Anti-18C, Month 3 (N= 152, 153)",Synflorix I Group,unique
4024,NCT00307034,1,GMC,0.2999999999,0,0,0.26,0.34,"Anti-1, Month 9 (N= 149, 147)",Synflorix II Group,unique
4025,NCT00307034,4,GMC,1.7099999999,0,0,1.47,1.99,"Anti-4, Month 3 (N= 153, 153)",Synflorix II Group,unique
4026,NCT00307034,6B,GMC,0.4400000000,0,0,0.36,0.54,"Anti-6B, Month 9 (N= 154, 148)",Synflorix II Group,unique
4027,NCT00307034,4,GMC,0.6400000000,0,0,0.56,0.73,"Anti-4, Month 9 (N= 152, 149)",Synflorix II Group,unique
4028,NCT00307034,5,GMC,1.8500000000,0,0,1.63,2.1,"Anti-5, Month 3 (N= 152, 149)",Synflorix II Group,unique
4029,NCT00307034,19F,GMC,1.6999999999,0,0,1.41,2.04,"Anti-19F, Month 9 (N= 153, 149)",Synflorix II Group,unique
4030,NCT00307034,14,GMC,1.5300000000,0,0,1.27,1.85,"Anti-14, Month 9 (N= 151, 149)",Synflorix II Group,unique
4031,NCT00307034,23F,GMC,2.7799999999,0,0,2.31,3.35,"Anti-23F, Month 10 (N=154, 147)",Synflorix II Group,unique
4032,NCT00307034,6B,GMC,0.1900000000,0,0,0.15,0.24,"Anti-6B, Month 3 (N= 149, 149)",Synflorix I Group,unique
4033,NCT00307034,9V,GMC,2.9500000000,0,0,2.59,3.37,"Anti-9V, Month 10 (N=156, 147)",Synflorix I Group,unique
4034,NCT00307034,6B,GMC,1.1200000000,0,0,0.88,1.41,"Anti-6B, Month 10 (N=156, 147)",Synflorix I Group,unique
4035,NCT00307034,14,GMC,1.7199999999,0,0,1.45,2.05,"Anti-14, Month 3 (N= 152, 152)",Synflorix I Group,unique
4036,NCT00307034,18C,GMC,3.4199999999,0,0,2.87,4.07,"Anti-18C, Month 3 (N= 152, 153)",Synflorix II Group,unique
4037,NCT00307034,23F,GMC,0.5200000000,0,0,0.42,0.63,"Anti-23F, Month 3 (N= 153, 152)",Synflorix II Group,unique
4038,NCT00307034,19F,GMC,6.9500000000,0,0,5.92,8.17,"Anti-19F, Month 10 (N=156, 147)",Synflorix II Group,unique
4039,NCT00307034,23F,GMC,2.4100000000,0,0,1.98,2.94,"Anti-23F, Month 10 (N=154, 147)",Synflorix I Group,unique
4040,NCT00307034,18C,GMC,1.1399999999,0,0,0.96,1.35,"Anti-18C, Month 9 (N= 154, 149)",Synflorix II Group,unique
4041,NCT00307034,23F,GMC,0.4400000000,0,0,0.36,0.54,"Anti-23F, Month 9 (N= 151, 148)",Synflorix II Group,unique
4042,NCT00307034,9V,GMC,1.4699999999,0,0,1.29,1.68,"Anti-9V, Month 3 (N= 152, 153)",Synflorix II Group,unique
4043,NCT00307034,1,GMC,1.2299999999,0,0,1.07,1.42,"Anti-1, Month 3 (N= 153, 151)",Synflorix II Group,unique
4044,NCT00307034,9V,GMC,0.9200000000,0,0,0.81,1.05,"Anti-9V, Month 3 (N= 152, 153)",Synflorix I Group,unique
4045,NCT00307034,5,GMC,0.5899999999,0,0,0.51,0.68,"Anti-5, Month 9 (N= 148, 149)",Synflorix II Group,unique
4046,NCT00307034,19F,GMC,2.4300000000,0,0,1.97,2.98,"Anti-19F, Month 3 (N= 152, 152)",Synflorix I Group,unique
4047,NCT00307034,19F,GMC,4.4299999999,0,0,3.6,5.45,"Anti-19F, Month 3 (N= 152, 152)",Synflorix II Group,unique
4048,NCT00307034,6B,GMC,1.8500000000,0,0,1.54,2.22,"Anti-6B, Month 10 (N=156, 147)",Synflorix II Group,unique
4049,NCT00307034,5,GMC,1.3200000000,0,0,1.14,1.52,"Anti-5, Month 3 (N= 152, 149)",Synflorix I Group,unique
4050,NCT00307034,14,GMC,4.1900000000,0,0,3.62,4.85,"Anti-14, Month 10 (N=156, 147)",Synflorix I Group,unique
4051,NCT00307034,4,GMC,3.0600000000,0,0,2.68,3.49,"Anti-4, Month 10 (N=155, 147)",Synflorix I Group,unique
4052,NCT00307034,19F,GMC,5.5800000000,0,0,4.65,6.69,"Anti-19F, Month 10 (N=156, 147)",Synflorix I Group,unique
4053,NCT00307034,9V,GMC,3.9700000000,0,0,3.49,4.5,"Anti-9V, Month 10 (N=156, 147)",Synflorix II Group,unique
4054,NCT00307034,1,GMC,1.8799999999,0,0,1.62,2.17,"Anti-1, Month 10 (N=156, 147)",Synflorix II Group,unique
4055,NCT00307034,7F,GMC,1.2800000000,0,0,1.13,1.46,"Anti-7F, Month 3 (N= 153, 152)",Synflorix I Group,unique
4056,NCT00307034,23F,GMC,0.3800000000,0,0,0.3,0.47,"Anti-23F, Month 3 (N= 153, 152)",Synflorix I Group,unique
4057,NCT00307034,1,GMC,1.8500000000,0,0,1.59,2.15,"Anti-1, Month 10 (N=156, 147)",Synflorix I Group,unique
4058,NCT00307034,19F,GMC,1.0400000000,0,0,0.87,1.25,"Anti-19F, Month 9 (N= 153, 149)",Synflorix I Group,unique
4059,NCT00307034,5,GMC,0.4299999999,0,0,0.37,0.5,"Anti-5, Month 9 (N= 148, 149)",Synflorix I Group,unique
4060,NCT00307034,9V,GMC,0.5200000000,0,0,0.46,0.6,"Anti-9V, Month 9 (N= 153, 149)",Synflorix I Group,unique
4061,NCT00307034,7F,GMC,2.8100000000,0,0,2.51,3.15,"Anti-7F, Month 10 (N=156, 147)",Synflorix I Group,unique
4062,NCT00307034,18C,GMC,6.2400000000,0,0,5.43,7.18,"Anti-18C, Month 10 (N=156, 147)",Synflorix I Group,unique
4063,NCT00307034,5,GMC,2.6499999999,0,0,2.31,3.03,"Anti-5, Month 10 (N=155, 147)",Synflorix I Group,unique
4064,NCT00307034,1,GMC,0.2099999999,0,0,0.19,0.24,"Anti-1, Month 9 (N= 149, 147)",Synflorix I Group,unique
4065,NCT00307034,18C,GMC,0.5899999999,0,0,0.5,0.69,"Anti-18C, Month 9 (N= 154, 149)",Synflorix I Group,unique
4066,NCT00307034,6B,GMC,0.3099999999,0,0,0.25,0.38,"Anti-6B, Month 3 (N= 149, 149)",Synflorix II Group,unique
4067,NCT00307034,7F,GMC,0.5500000000,0,0,0.49,0.63,"Anti-7F, Month 9 (N= 151, 149)",Synflorix I Group,unique
4068,NCT00307034,7F,GMC,2.1400000000,0,0,1.9,2.4,"Anti-7F, Month 3 (N= 153, 152)",Synflorix II Group,unique
4069,NCT00307034,7F,GMC,0.9200000000,0,0,0.81,1.05,"Anti-7F, Month 9 (N= 151, 149)",Synflorix II Group,unique
4070,NCT00307034,14,GMC,5.4699999999,0,0,4.68,6.4,"Anti-14, Month 10 (N=156, 147)",Synflorix II Group,unique
4071,NCT00307034,9V,GMC,0.8699999999,0,0,0.77,0.99,"Anti-9V, Month 9 (N= 153, 149)",Synflorix II Group,unique
4072,NCT00307034,18C,GMC,7.2000000000,0,0,6.08,8.52,"Anti-18C, Month 10 (N=156, 147)",Synflorix II Group,unique
4073,NCT00307034,1,GMC,1.0300000000,0,0,0.9,1.18,"Anti-1, Month 3 (N= 153, 151)",Synflorix I Group,unique
4074,NCT00307034,14,GMC,0.7700000000,0,0,0.64,0.93,"Anti-14, Month 9 (N= 151, 149)",Synflorix I Group,unique
4075,NCT00307034,4,GMC,3.4700000000,0,0,3.03,3.98,"Anti-4, Month 10 (N=155, 147)",Synflorix II Group,unique
4076,NCT00307034,5,GMC,3.2099999999,0,0,2.81,3.67,"Anti-5, Month 10 (N=155, 147)",Synflorix II Group,unique
4077,NCT00307034,14,GMC,2.5699999999,0,0,2.22,2.97,"Anti-14, Month 3 (N= 152, 152)",Synflorix II Group,unique
4078,NCT00307034,4,GMC,0.4000000000,0,0,0.35,0.46,"Anti-4, Month 9 (N= 152, 149)",Synflorix I Group,unique
4079,NCT00307034,4,GMC,1.3700000000,0,0,1.21,1.55,"Anti-4, Month 3 (N= 153, 153)",Synflorix I Group,unique
4080,NCT00307034,6B,GMC,0.2800000000,0,0,0.23,0.35,"Anti-6B, Month 9 (N= 154, 148)",Synflorix I Group,unique
4081,NCT00307034,7F,GMC,3.8799999999,0,0,3.45,4.37,"Anti-7F, Month 10 (N=156, 147)",Synflorix II Group,unique
4446,NCT04382326,22F,GMC,0.0100000000,0,0,0.00,0.01,Serotype 22F,13vPnC,unique
4457,NCT04382326,11A,GMC,1.3899999999,0,0,1.30,1.48,Serotype 11A,20vPnC,unique
4458,NCT04382326,33F,GMC,1.4899999999,0,0,1.36,1.64,Serotype 33F,20vPnC,unique
4459,NCT04382326,10A,GMC,1.2099999999,0,0,1.09,1.33,Serotype 10A,20vPnC,unique
4462,NCT04382326,15B,GMC,4.4000000000,0,0,4.11,4.71,Serotype 15B,20vPnC,unique
4463,NCT04382326,15B,GMC,0.0299999999,0,0,0.02,0.03,Serotype 15B,13vPnC,unique
4465,NCT04382326,12F,GMC,0.5500000000,0,0,0.50,0.60,Serotype 12F,20vPnC,unique
4470,NCT04382326,22F,GMC,3.7099999999,0,0,3.45,3.99,Serotype 22F,20vPnC,unique
4473,NCT04382326,12F,GMC,0.0100000000,0,0,0.01,0.01,Serotype 12F,13vPnC,ambiguous_group_consistent_bounds
4479,NCT04382326,33F,GMC,0.0200000000,0,0,0.01,0.02,Serotype 33F,13vPnC,unique
4481,NCT04382326,10A,GMC,0.0100000000,0,0,0.01,0.01,Serotype 10A,13vPnC,ambiguous_group_consistent_bounds
4483,NCT04382326,12F,OPA,28,0,0,24,33,Serotype 12F,13vPnC,unique
4495,NCT04382326,10A,OPA,2558,0,0,1869,3501,Serotype 10A,20vPnC,unique
4497,NCT04382326,22F,OPA,6797,0,0,5170,8936,Serotype 22F,20vPnC,unique
4498,NCT04382326,22F,OPA,9,0,0,9,9,Serotype 22F,13vPnC,unique
4499,NCT04382326,15B,OPA,18,0,0,16,22,Serotype 15B,13vPnC,unique
4500,NCT04382326,11A,OPA,289,0,0,212,395,Serotype 11A,20vPnC,unique
4503,NCT04382326,11A,OPA,50,0,0,46,55,Serotype 11A,13vPnC,unique
4506,NCT04382326,33F,OPA,7388,0,0,4803,11365,Serotype 33F,20vPnC,unique
4507,NCT04382326,33F,OPA,198,0,0,177,220,Serotype 33F,13vPnC,unique
4513,NCT04382326,10A,OPA,37,0,0,33,42,Serotype 10A,13vPnC,unique
4514,NCT04382326,15B,OPA,1560,0,0,1090,2233,Serotype 15B,20vPnC,unique
4515,NCT04382326,12F,OPA,7677,0,0,5952,9901,Serotype 12F,20vPnC,unique
4524,NCT04382326,22F,OPA,11077,0,0,7956,15422,Serotype 22F,20vPnC,unique
4526,NCT04382326,11A,OPA,69,0,0,53,89,Serotype 11A,13vPnC,unique
4527,NCT04382326,22F,OPA,15,0,0,11,20,Serotype 22F,13vPnC,unique
4530,NCT04382326,33F,OPA,19216,0,0,13193,27990,Serotype 33F,20vPnC,unique
4535,NCT04382326,33F,OPA,363,0,0,292,451,Serotype 33F,13vPnC,unique
4536,NCT04382326,10A,OPA,3674,0,0,2746,4916,Serotype 10A,20vPnC,unique
4540,NCT04382326,15B,OPA,23,0,0,17,30,Serotype 15B,13vPnC,unique
4542,NCT04382326,15B,OPA,3035,0,0,2138,4308,Serotype 15B,20vPnC,unique
4549,NCT04382326,12F,OPA,31,0,0,26,37,Serotype 12F,13vPnC,unique
4550,NCT04382326,10A,OPA,57,0,0,44,74,Serotype 10A,13vPnC,unique
4556,NCT04382326,11A,OPA,2728,0,0,1975,3768,Serotype 11A,20vPnC,unique
4558,NCT04382326,12F,OPA,9320,0,0,7037,12343,Serotype 12F,20vPnC,unique
4562,NCT04382326,11A,GMC,3.5299999999,0,0,3.31,3.78,Serotype 11A,20vPnC,unique
4563,NCT04382326,33F,GMC,9.3100000000,0,0,8.71,9.96,Serotype 33F,20vPnC,unique
4564,NCT04382326,12F,GMC,0.0100000000,0,0,0.01,0.01,Serotype 12F,13vPnC,ambiguous_group_consistent_bounds
4568,NCT04382326,15B,GMC,12.589999999,0,0,11.78,13.45,Serotype 15B,20vPnC,unique
4572,NCT04382326,33F,GMC,0.0100000000,0,0,0.01,0.01,Serotype 33F,13vPnC,unique
4573,NCT04382326,10A,GMC,0.0100000000,0,0,0.01,0.01,Serotype 10A,13vPnC,ambiguous_group_consistent_bounds
4580,NCT04382326,22F,GMC,0,0,0,0.00,0.01,Serotype 22F,13vPnC,unique
4582,NCT04382326,12F,GMC,1.8500000000,0,0,1.73,1.99,Serotype 12F,20vPnC,unique
4591,NCT04382326,10A,GMC,6.2199999999,0,0,5.75,6.72,Serotype 10A,20vPnC,unique
4594,NCT04382326,22F,GMC,10.599999999,0,0,9.92,11.33,Serotype 22F,20vPnC,unique
4601,NCT04382326,15B,GMC,0.0200000000,0,0,0.02,0.03,Serotype 15B,13vPnC,unique
4603,NCT04546425,11A,OPA,7137,0,0,1036,49164,Serotype 11A,20vPnC: Russian Cohort,unique
4606,NCT04546425,12F,OPA,241,0,0,16,3734,Serotype 12F,13vPnC: Russian Cohort,unique
4607,NCT04546425,10A,OPA,2851,0,0,1309,6210,Serotype 10A,20vPnC: Russian Cohort,unique
4609,NCT04546425,22F,OPA,1983,0,0,390,10085,Serotype 22F,20vPnC: Russian Cohort,unique
4619,NCT04546425,10A,OPA,117,0,0,15,916,Serotype 10A,13vPnC: Russian Cohort,unique
4624,NCT04546425,15B,OPA,822,0,0,42,16070,Serotype 15B,20vPnC: Russian Cohort,unique
4626,NCT04546425,33F,OPA,5903,0,0,53,657862,Serotype 33F,20vPnC: Russian Cohort,unique
4635,NCT04546425,22F,OPA,1635,0,0,165,16157,Serotype 22F,13vPnC: Russian Cohort,unique
4637,NCT04546425,33F,OPA,3619,0,0,948,13817,Serotype 33F,13vPnC: Russian Cohort,unique
4638,NCT04546425,15B,OPA,147,0,0,10,2214,Serotype 15B,13vPnC: Russian Cohort,unique
4639,NCT04546425,12F,OPA,757,0,0,15,37522,Serotype 12F,20vPnC: Russian Cohort,unique
4640,NCT04546425,11A,OPA,1789,0,0,36,89068,Serotype 11A,13vPnC: Russian Cohort,unique
4644,NCT04546425,33F,GMC,0.4000000000,0,0,0.18,0.88,Serotype 33F,20vPnC: Russian Cohort,unique
4654,NCT04546425,11A,GMC,0.8299999999,0,0,0.43,1.60,Serotype 11A,20vPnC: Russian Cohort,unique
4655,NCT04546425,10A,GMC,0.0400000000,0,0,0.01,0.10,Serotype 10A,13vPnC: Russian Cohort,unique
4660,NCT04546425,10A,GMC,0.3099999999,0,0,0.10,0.94,Serotype 10A,20vPnC: Russian Cohort,unique
4675,NCT04546425,11A,GMC,0.0400000000,0,0,0.02,0.09,Serotype 11A,13vPnC: Russian Cohort,unique
4676,NCT04546425,12F,GMC,0.0599999999,0,0,0.03,0.11,Serotype 12F,20vPnC: Russian Cohort,unique
4677,NCT04546425,15B,GMC,0.1600000000,0,0,0.05,0.50,Serotype 15B,13vPnC: Russian Cohort,unique
4678,NCT04546425,22F,GMC,0.4799999999,0,0,0.16,1.47,Serotype 22F,20vPnC: Russian Cohort,unique
4679,NCT04546425,33F,GMC,0.0700000000,0,0,0.03,0.16,Serotype 33F,13vPnC: Russian Cohort,unique
4680,NCT04546425,15B,GMC,1.1899999999,0,0,0.46,3.05,Serotype 15B,20vPnC: Russian Cohort,unique
4683,NCT04546425,22F,GMC,0,0,0,0.00,0.00,Serotype 22F,13vPnC: Primary Study Population,unique
4690,NCT04546425,15B,GMC,0.0200000000,0,0,0.02,0.03,Serotype 15B,13vPnC: Primary Study Population,unique
4691,NCT04546425,10A,GMC,4.8600000000,0,0,4.41,5.36,Serotype 10A,20vPnC: Primary Study Population,unique
4692,NCT04546425,22F,GMC,9.2699999999,0,0,8.52,10.08,Serotype 22F,20vPnC: Primary Study Population,unique
4700,NCT04546425,15B,GMC,13.089999999,0,0,12.10,14.15,Serotype 15B,20vPnC: Primary Study Population,unique
4703,NCT04546425,33F,GMC,0.0100000000,0,0,0.01,0.01,Serotype 33F,13vPnC: Primary Study Population,unique
4706,NCT04546425,12F,GMC,0.0100000000,0,0,0.01,0.01,Serotype 12F,13vPnC: Primary Study Population,ambiguous_group_consistent_bounds
4707,NCT04546425,11A,GMC,3.7400000000,0,0,3.44,4.07,Serotype 11A,20vPnC: Primary Study Population,unique
4712,NCT04546425,33F,GMC,6.3700000000,0,0,5.83,6.95,Serotype 33F,20vPnC: Primary Study Population,unique
4716,NCT04546425,10A,GMC,0.0100000000,0,0,0.01,0.01,Serotype 10A,13vPnC: Primary Study Population,unique
4717,NCT04546425,12F,GMC,1.8600000000,0,0,1.71,2.01,Serotype 12F,20vPnC: Primary Study Population,unique
4724,NCT04546425,11A,OPA,3537,0,0,863,14497,Serotype 11A,20vPnC: Russian Cohort,unique
4732,NCT04546425,12F,OPA,698,0,0,77,6301,Serotype 12F,20vPnC: Russian Cohort,unique
4734,NCT04546425,22F,OPA,499,0,0,28,8837,Serotype 22F,13vPnC: Russian Cohort,unique
